indic_is,unit,sizen_r2,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_IACC,PC_ENT,10_C24_25,PT	100 	99 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT,10_C24_25,RO	88 	87 	88 	93 	78 	75 	79 	: 
E_IACC,PC_ENT,10_C24_25,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_C24_25,SE	99 	99 	99 	97 	100 	96 	95 	: 
E_IACC,PC_ENT,10_C24_25,SI	98 	98 	99 	97 	96 	99 	98 	: 
E_IACC,PC_ENT,10_C24_25,SK	100 	100 	98 	99 	97 	100 	98 	: 
E_IACC,PC_ENT,10_C24_25,TR	97 	96 	: 	: 	: 	: 	95 	: 
E_IACC,PC_ENT,10_C24_25,UK	100 	97 	100 	98 	100 	99 	99 	: 
E_IACC,PC_ENT,10_C26_33,AT	100 	100 	100 	100 	98 	99 	100 	100 
E_IACC,PC_ENT,10_C26_33,BE	100 	100 	100 	100 	99 	97 	98 	98 
E_IACC,PC_ENT,10_C26_33,BG	96 	97 	95 	94 	94 	93 	90 	92 
E_IACC,PC_ENT,10_C26_33,CY	98 	97 	97 	97 	98 	95 	94 	95 
E_IACC,PC_ENT,10_C26_33,CZ	99 	99 	99 	99 	100 	98 	98 	97 
E_IACC,PC_ENT,10_C26_33,DE	99 	99 	100 	99 	99 	99 	99 	99 
E_IACC,PC_ENT,10_C26_33,DK	100 	100 	99 	100 	100 	97 	97 	100 
E_IACC,PC_ENT,10_C26_33,EA	99 	99 	100 	99 	99 	99 	98 	98 
E_IACC,PC_ENT,10_C26_33,EE	96 	98 	98 	99 	96 	97 	97 	95 
E_IACC,PC_ENT,10_C26_33,EL	94 	92 	98 	92 	98 	98 	96 	93 
E_IACC,PC_ENT,10_C26_33,ES	98 	97 	99 	98 	99 	98 	98 	96 
E_IACC,PC_ENT,10_C26_33,EU15	99 	99 	100 	99 	99 	99 	99 	98 
E_IACC,PC_ENT,10_C26_33,EU25	: 	: 	: 	: 	: 	: 	98 	98 
E_IACC,PC_ENT,10_C26_33,EU27	99 	99 	99 	98 	98 	98 	98 	97 
E_IACC,PC_ENT,10_C26_33,EU28	99 	99 	99 	98 	98 	98 	98 	97 
E_IACC,PC_ENT,10_C26_33,FI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_C26_33,FR	100 	100 	100 	100 	100 	100 	100 	97 
E_IACC,PC_ENT,10_C26_33,HR	97 	93 	99 	99 	95 	99 	94 	97 
E_IACC,PC_ENT,10_C26_33,HU	96 	97 	96 	94 	93 	95 	93 	94 
E_IACC,PC_ENT,10_C26_33,IE	99 	97 	100 	100 	98 	99 	98 	100 
E_IACC,PC_ENT,10_C26_33,IS	: 	: 	100 	100 	96 	: 	100 	: 
E_IACC,PC_ENT,10_C26_33,IT	100 	100 	100 	99 	99 	98 	98 	98 
E_IACC,PC_ENT,10_C26_33,LT	100 	100 	100 	100 	100 	100 	98 	99 
E_IACC,PC_ENT,10_C26_33,LU	100 	100 	100 	100 	100 	100 	98 	100 
E_IACC,PC_ENT,10_C26_33,LV	98 	97 	97 	95 	93 	90 	94 	92 
E_IACC,PC_ENT,10_C26_33,MK	98 	100 	95 	91 	94 	99 	92 	: 
E_IACC,PC_ENT,10_C26_33,MT	95 	93 	96 	96 	95 	92 	93 	82 
E_IACC,PC_ENT,10_C26_33,NL	100 	100 	100 	100 	100 	100 	98 	97 
E_IACC,PC_ENT,10_C26_33,NO	99 	99 	99 	98 	98 	97 	99 	96 
E_IACC,PC_ENT,10_C26_33,PL	96 	96 	96 	96 	97 	96 	97 	94 
E_IACC,PC_ENT,10_C26_33,PT	99 	100 	100 	98 	95 	100 	99 	97 
E_IACC,PC_ENT,10_C26_33,RO	87 	87 	89 	87 	88 	76 	81 	74 
E_IACC,PC_ENT,10_C26_33,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_C26_33,SE	98 	98 	98 	98 	99 	98 	98 	98 
E_IACC,PC_ENT,10_C26_33,SI	100 	99 	100 	100 	99 	100 	100 	100 
E_IACC,PC_ENT,10_C26_33,SK	99 	100 	100 	99 	99 	98 	98 	99 
E_IACC,PC_ENT,10_C26_33,TR	96 	97 	: 	: 	: 	: 	92 	: 
E_IACC,PC_ENT,10_C26_33,UK	99 	98 	98 	99 	97 	98 	99 	98 
E_IACC,PC_ENT,10_D35_E39,AT	100 	100 	100 	96 	100 	99 	100 	99 
E_IACC,PC_ENT,10_D35_E39,BE	100 	99 	95 	100 	100 	99 	: u	: u
E_IACC,PC_ENT,10_D35_E39,BG	98 	95 	98 	99 	95 	96 	85 	87 
E_IACC,PC_ENT,10_D35_E39,CY	93 	97 	100 	100 	92 	91 	90 	95 
E_IACC,PC_ENT,10_D35_E39,CZ	98 	99 	97 	95 	99 	98 	98 	96 
E_IACC,PC_ENT,10_D35_E39,DE	99 	100 	99 	98 	98 	98 	99 	99 
E_IACC,PC_ENT,10_D35_E39,DK	100 	100 	100 	: u	: u	: u	: u	: u
E_IACC,PC_ENT,10_D35_E39,EA	99 	100 	99 	98 	99 	98 	99 	99 
E_IACC,PC_ENT,10_D35_E39,EE	97 	100 	97 	98 	95 	95 	97 	98 
E_IACC,PC_ENT,10_D35_E39,EL	94 	98 	98 	95 	99 	97 	99 	100 
E_IACC,PC_ENT,10_D35_E39,ES	100 	99 	99 	97 	99 	99 	100 	99 
E_IACC,PC_ENT,10_D35_E39,EU15	98 	99 	99 	98 	99 	98 	99 	99 
E_IACC,PC_ENT,10_D35_E39,EU25	: 	: 	: 	: 	: 	: 	99 	99 
E_IACC,PC_ENT,10_D35_E39,EU27	98 	98 	98 	98 	98 	96 	98 	98 
E_IACC,PC_ENT,10_D35_E39,EU28	98 	98 	98 	98 	98 	96 	98 	98 
E_IACC,PC_ENT,10_D35_E39,FI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_D35_E39,FR	100 	100 	99 	100 	100 	95 	100 	100 
E_IACC,PC_ENT,10_D35_E39,HR	100 	96 	100 	99 	99 	100 	: u	100 
E_IACC,PC_ENT,10_D35_E39,HU	94 	94 	97 	98 	98 	98 	100 	98 
E_IACC,PC_ENT,10_D35_E39,IE	100 	100 	100 	100 	100 	98 	99 	97 
E_IACC,PC_ENT,10_D35_E39,IS	: 	: 	100 	100 	100 	: 	92 	: 
E_IACC,PC_ENT,10_D35_E39,IT	99 	99 	100 	99 	99 	98 	98 	98 
E_IACC,PC_ENT,10_D35_E39,LT	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_D35_E39,LU	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_D35_E39,LV	99 	100 	98 	99 	96 	96 	96 	94 
E_IACC,PC_ENT,10_D35_E39,MK	100 	100 	96 	98 	97 	92 	83 	: 
E_IACC,PC_ENT,10_D35_E39,MT	: u	100 	: u	84 	: u	: u	: u	: u
E_IACC,PC_ENT,10_D35_E39,NL	100 	100 	100 	100 	100 	100 	99 	97 
E_IACC,PC_ENT,10_D35_E39,NO	100 	100 	100 	100 	98 	100 	100 	100 
E_IACC,PC_ENT,10_D35_E39,PL	99 	97 	98 	98 	98 	98 	100 	97 
E_IACC,PC_ENT,10_D35_E39,PT	100 	100 	100 	100 	100 	100 	100 	99 
E_IACC,PC_ENT,10_D35_E39,RO	96 	86 	90 	94 	84 	67 	88 	80 
E_IACC,PC_ENT,10_D35_E39,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_D35_E39,SE	99 	100 	100 	100 	100 	100 	99 	97 
E_IACC,PC_ENT,10_D35_E39,SI	99 	100 	99 	99 	99 	99 	97 	95 
E_IACC,PC_ENT,10_D35_E39,SK	98 	100 	98 	98 	100 	99 	99 	99 
E_IACC,PC_ENT,10_D35_E39,TR	97 	98 	: 	: 	: 	: 	98 	: 
E_IACC,PC_ENT,10_D35_E39,UK	90 	93 	96 	93 	99 	98 	99 	100 
E_IACC,PC_ENT,10_F41_43,AT	99 	100 	99 	100 	99 	99 	98 	99 
E_IACC,PC_ENT,10_F41_43,BE	100 	99 	100 	97 	98 	97 	99 	97 
E_IACC,PC_ENT,10_F41_43,BG	94 	97 	94 	89 	87 	89 	89 	86 
E_IACC,PC_ENT,10_F41_43,CY	93 	92 	96 	90 	94 	83 	82 	87 
E_IACC,PC_ENT,10_F41_43,CZ	96 	99 	98 	97 	96 	95 	95 	94 
E_IACC,PC_ENT,10_F41_43,DE	99 	98 	97 	97 	97 	97 	99 	97 
E_IACC,PC_ENT,10_F41_43,DK	100 	100 	98 	100 	100 	98 	97 	97 
E_IACC,PC_ENT,10_F41_43,EA	99 	98 	98 	97 	97 	96 	96 	95 
E_IACC,PC_ENT,10_F41_43,EE	96 	98 	95 	95 	93 	94 	93 	92 
E_IACC,PC_ENT,10_F41_43,EL	78 	70 	85 	86 	96 	94 	91 	85 
E_IACC,PC_ENT,10_F41_43,ES	99 	99 	97 	98 	96 	96 	96 	94 
E_IACC,PC_ENT,10_F41_43,EU15	98 	98 	98 	97 	97 	96 	96 	95 
E_IACC,PC_ENT,10_F41_43,EU25	: 	: 	: 	: 	: 	: 	96 	94 
E_IACC,PC_ENT,10_F41_43,EU27	97 	97 	97 	95 	96 	95 	95 	93 
E_IACC,PC_ENT,10_F41_43,EU28	97 	97 	97 	95 	96 	95 	95 	93 
E_IACC,PC_ENT,10_F41_43,FI	100 	100 	100 	100 	100 	99 	100 	99 
E_IACC,PC_ENT,10_F41_43,FR	100 	: c	99 	99 	100 	97 	98 	96 
E_IACC,PC_ENT,10_F41_43,HR	88 	89 	95 	97 	95 	91 	93 	92 
E_IACC,PC_ENT,10_F41_43,HU	92 	88 	88 	85 	84 	90 	91 	85 
E_IACC,PC_ENT,10_F41_43,IE	99 	100 	99 	98 	93 	98 	97 	96 
E_IACC,PC_ENT,10_F41_43,IS	: 	: 	100 	100 	100 	: 	98 	: 
E_IACC,PC_ENT,10_F41_43,IT	99 	99 	99 	97 	96 	94 	93 	94 
E_IACC,PC_ENT,10_F41_43,LT	100 	100 	100 	100 	100 	99 	96 	94 
E_IACC,PC_ENT,10_F41_43,LU	100 	100 	100 	99 	97 	97 	97 	98 
E_IACC,PC_ENT,10_F41_43,LV	95 	96 	95 	93 	86 	91 	91 	90 
E_IACC,PC_ENT,10_F41_43,MK	100 	97 	97 	93 	89 	77 	78 	: 
E_IACC,PC_ENT,10_F41_43,MT	95 	93 	96 	90 	95 	91 	87 	90 
E_IACC,PC_ENT,10_F41_43,NL	100 	100 	100 	99 	100 	99 	98 	96 
E_IACC,PC_ENT,10_F41_43,NO	99 	100 	99 	99 	99 	99 	99 	99 
E_IACC,PC_ENT,10_F41_43,PL	90 	92 	91 	92 	91 	92 	96 	89 
E_IACC,PC_ENT,10_F41_43,PT	97 	98 	96 	93 	92 	92 	91 	90 
E_IACC,PC_ENT,10_F41_43,RO	85 	89 	83 	69 	82 	84 	77 	71 
E_IACC,PC_ENT,10_F41_43,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_F41_43,SE	100 	99 	98 	96 	98 	94 	96 	95 
E_IACC,PC_ENT,10_F41_43,SI	98 	96 	95 	89 	92 	90 	88 	88 
E_IACC,PC_ENT,10_F41_43,SK	98 	98 	98 	98 	99 	98 	99 	98 
E_IACC,PC_ENT,10_F41_43,TR	90 	88 	: 	: 	: 	: 	87 	: 
E_IACC,PC_ENT,10_F41_43,UK	96 	96 	97 	97 	98 	97 	94 	94 
E_IACC,PC_ENT,10_G45_47,AT	99 	100 	100 	98 	98 	99 	97 	98 
E_IACC,PC_ENT,10_G45_47,BE	99 	99 	98 	97 	97 	97 	97 	97 
E_IACC,PC_ENT,10_G45_47,BG	90 	91 	91 	89 	90 	87 	86 	87 
E_IACC,PC_ENT,10_G45_47,CY	98 	97 	99 	94 	99 	96 	96 	94 
E_IACC,PC_ENT,10_G45_47,CZ	98 	99 	99 	95 	96 	97 	93 	96 
E_IACC,PC_ENT,10_G45_47,DE	99 	98 	98 	98 	95 	96 	98 	97 
E_IACC,PC_ENT,10_G45_47,DK	100 	100 	100 	99 	98 	97 	98 	98 
E_IACC,PC_ENT,10_G45_47,EA	99 	99 	99 	98 	97 	97 	97 	97 
E_IACC,PC_ENT,10_G45_47,EE	96 	98 	97 	98 	98 	96 	96 	97 
E_IACC,PC_ENT,10_G45_47,EL	93 	92 	93 	92 	93 	97 	95 	93 
E_IACC,PC_ENT,10_G45_47,ES	99 	99 	99 	99 	98 	99 	98 	98 
E_IACC,PC_ENT,10_G45_47,EU15	98 	98 	98 	98 	97 	97 	96 	96 
E_IACC,PC_ENT,10_G45_47,EU25	: 	: 	: 	: 	: 	: 	96 	95 
E_IACC,PC_ENT,10_G45_47,EU27	97 	97 	97 	97 	96 	96 	95 	94 
E_IACC,PC_ENT,10_G45_47,EU28	97 	97 	97 	97 	96 	96 	95 	94 
E_IACC,PC_ENT,10_G45_47,FI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_G45_47,FR	99 	99 	100 	100 	99 	96 	97 	98 
E_IACC,PC_ENT,10_G45_47,HR	95 	91 	97 	99 	97 	97 	98 	98 
E_IACC,PC_ENT,10_G45_47,HU	94 	92 	89 	91 	90 	90 	90 	89 
E_IACC,PC_ENT,10_G45_47,IE	99 	98 	98 	97 	96 	95 	94 	93 
E_IACC,PC_ENT,10_G45_47,IS	: 	: 	100 	99 	99 	: 	98 	: 
E_IACC,PC_ENT,10_G45_47,IT	99 	99 	99 	98 	96 	98 	96 	96 
E_IACC,PC_ENT,10_G45_47,LT	100 	100 	100 	100 	100 	97 	96 	94 
E_IACC,PC_ENT,10_G45_47,LU	100 	99 	99 	97 	98 	96 	96 	94 
E_IACC,PC_ENT,10_G45_47,LV	98 	98 	97 	95 	92 	93 	93 	89 
E_IACC,PC_ENT,10_G45_47,MK	96 	92 	95 	92 	91 	84 	85 	: 
E_IACC,PC_ENT,10_G45_47,MT	98 	99 	99 	99 	98 	98 	98 	98 
E_IACC,PC_ENT,10_G45_47,NL	100 	100 	100 	100 	100 	99 	98 	96 
E_IACC,PC_ENT,10_G45_47,NO	98 	98 	98 	97 	97 	96 	96 	97 
E_IACC,PC_ENT,10_G45_47,PL	94 	93 	92 	94 	93 	95 	96 	91 
E_IACC,PC_ENT,10_G45_47,PT	100 	100 	99 	99 	98 	97 	97 	97 
E_IACC,PC_ENT,10_G45_47,RO	82 	90 	89 	91 	77 	79 	78 	72 
E_IACC,PC_ENT,10_G45_47,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_G45_47,SE	99 	99 	99 	98 	98 	97 	97 	96 
E_IACC,PC_ENT,10_G45_47,SI	100 	100 	100 	100 	100 	100 	99 	99 
E_IACC,PC_ENT,10_G45_47,SK	98 	98 	98 	98 	98 	97 	98 	98 
E_IACC,PC_ENT,10_G45_47,TR	96 	95 	: 	: 	: 	: 	93 	: 
E_IACC,PC_ENT,10_G45_47,UK	95 	95 	96 	95 	96 	95 	92 	91 
E_IACC,PC_ENT,10_G47,AT	99 	100 	: u	: u	: u	: u	: u	: u
E_IACC,PC_ENT,10_G47,BE	99 	98 	95 	93 	96 	: u	93 	93 
E_IACC,PC_ENT,10_G47,BG	87 	87 	88 	84 	83 	80 	79 	78 
E_IACC,PC_ENT,10_G47,CY	97 	95 	99 	90 	99 	95 	91 	90 
E_IACC,PC_ENT,10_G47,CZ	97 	97 	97 	90 	92 	92 	89 	94 
E_IACC,PC_ENT,10_G47,DE	98 	96 	98 	100 	92 	92 	96 	94 
E_IACC,PC_ENT,10_G47,DK	99 	99 	99 	97 	96 	91 	98 	96 
E_IACC,PC_ENT,10_G47,EA	98 	97 	98 	98 	95 	94 	94 	95 
E_IACC,PC_ENT,10_G47,EE	92 	97 	95 	96 	96 	92 	94 	96 
E_IACC,PC_ENT,10_G47,EL	83 	86 	87 	89 	88 	93 	94 	91 
E_IACC,PC_ENT,10_G47,ES	98 	98 	99 	96 	97 	96 	95 	95 
E_IACC,PC_ENT,10_G47,EU15	97 	96 	97 	97 	95 	93 	93 	93 
E_IACC,PC_ENT,10_G47,EU25	: 	: 	: 	: 	: 	: 	93 	92 
E_IACC,PC_ENT,10_G47,EU27	95 	95 	95 	95 	92 	92 	91 	90 
E_IACC,PC_ENT,10_G47,EU28	95 	95 	95 	95 	92 	92 	91 	90 
E_IACC,PC_ENT,10_G47,FI	100 	100 	: u	: u	: u	100 	: u	: u
E_IACC,PC_ENT,10_G47,FR	98 	98 	99 	99 	99 	92 	95 	98 
E_IACC,PC_ENT,10_G47,HR	96 	86 	95 	98 	93 	99 	97 	97 
E_IACC,PC_ENT,10_G47,HU	91 	86 	83 	87 	88 	86 	86 	82 
E_IACC,PC_ENT,10_G47,IE	99 	97 	97 	96 	94 	92 	91 	89 
E_IACC,PC_ENT,10_G47,IS	: 	: 	100 	98 	98 	: 	96 	: 
E_IACC,PC_ENT,10_G47,IT	98 	98 	: u	: u	: u	: u	: u	92 
E_IACC,PC_ENT,10_G47,LT	100 	100 	100 	99 	100 	96 	93 	89 
E_IACC,PC_ENT,10_G47,LU	: u	: u	: u	: u	: u	: u	: u	: u
E_IACC,PC_ENT,10_G47,LV	96 	96 	96 	92 	88 	90 	90 	83 
E_IACC,PC_ENT,10_G47,MK	93 	85 	91 	87 	87 	67 	77 	: 
E_IACC,PC_ENT,10_G47,MT	96 	99 	99 	98 	97 	98 	99 	97 
E_IACC,PC_ENT,10_G47,NL	100 	100 	100 	100 	100 	99 	97 	96 
E_IACC,PC_ENT,10_G47,NO	96 	97 	98 	95 	95 	93 	92 	95 
E_IACC,PC_ENT,10_G47,PL	89 	88 	88 	90 	89 	91 	94 	85 
E_IACC,PC_ENT,10_G47,PT	100 	100 	98 	100 	100 	96 	93 	96 
E_IACC,PC_ENT,10_G47,RO	75 	87 	85 	92 	63 	75 	72 	63 
E_IACC,PC_ENT,10_G47,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_G47,SE	99 	98 	99 	97 	96 	94 	94 	93 
E_IACC,PC_ENT,10_G47,SI	100 	100 	100 	100 	100 	98 	98 	98 
E_IACC,PC_ENT,10_G47,SK	97 	94 	95 	94 	97 	93 	97 	97 
E_IACC,PC_ENT,10_G47,TR	94 	94 	: 	: 	: 	: 	91 	: 
E_IACC,PC_ENT,10_G47,UK	90 	90 	92 	90 	93 	91 	84 	82 
E_IACC,PC_ENT,10_H49_53,AT	99 	97 	98 	100 	98 	100 	98 	97 
E_IACC,PC_ENT,10_H49_53,BE	100 	99 	99 	90 	92 	95 	97 	95 
E_IACC,PC_ENT,10_H49_53,BG	94 	95 	92 	88 	90 	89 	86 	87 
E_IACC,PC_ENT,10_H49_53,CY	99 	95 	97 	94 	94 	95 	90 	80 
E_IACC,PC_ENT,10_H49_53,CZ	98 	98 	99 	97 	97 	98 	94 	96 
E_IACC,PC_ENT,10_H49_53,DE	96 	98 	97 	98 	96 	97 	94 	95 
E_IACC,PC_ENT,10_H49_53,DK	100 	99 	98 	98 	99 	97 	98 	95 
E_IACC,PC_ENT,10_H49_53,EA	98 	98 	98 	98 	97 	97 	95 	95 
E_IACC,PC_ENT,10_H49_53,EE	97 	94 	95 	96 	96 	98 	97 	95 
E_IACC,PC_ENT,10_H49_53,EL	87 	95 	92 	94 	92 	94 	89 	92 
E_IACC,PC_ENT,10_H49_53,ES	97 	99 	99 	98 	97 	97 	97 	95 
E_IACC,PC_ENT,10_H49_53,EU15	97 	98 	98 	98 	97 	97 	95 	94 
E_IACC,PC_ENT,10_H49_53,EU25	: 	: 	: 	: 	: 	: 	95 	94 
E_IACC,PC_ENT,10_H49_53,EU27	97 	97 	97 	97 	96 	96 	94 	93 
E_IACC,PC_ENT,10_H49_53,EU28	97 	97 	97 	97 	96 	96 	94 	93 
E_IACC,PC_ENT,10_H49_53,FI	100 	100 	100 	100 	: u	100 	99 	99 
E_IACC,PC_ENT,10_H49_53,FR	100 	98 	99 	100 	99 	97 	94 	92 
E_IACC,PC_ENT,10_H49_53,HR	91 	84 	90 	99 	98 	100 	95 	96 
E_IACC,PC_ENT,10_H49_53,HU	91 	91 	92 	88 	92 	90 	89 	87 
E_IACC,PC_ENT,10_H49_53,IE	97 	98 	99 	97 	95 	95 	92 	90 
E_IACC,PC_ENT,10_H49_53,IS	: 	: 	100 	100 	100 	: 	97 	: 
E_IACC,PC_ENT,10_H49_53,IT	98 	97 	99 	95 	95 	95 	93 	96 
E_IACC,PC_ENT,10_H49_53,LT	100 	100 	100 	100 	99 	97 	93 	94 
E_IACC,PC_ENT,10_H49_53,LU	100 	100 	100 	100 	100 	96 	97 	95 
E_IACC,PC_ENT,10_H49_53,LV	98 	97 	96 	94 	89 	91 	89 	79 
E_IACC,PC_ENT,10_H49_53,MK	92 	96 	91 	88 	95 	72 	86 	: 
E_IACC,PC_ENT,10_H49_53,MT	98 	99 	100 	97 	99 	98 	97 	94 
E_IACC,PC_ENT,10_H49_53,NL	100 	100 	99 	100 	100 	100 	98 	93 
E_IACC,PC_ENT,10_H49_53,NO	96 	98 	98 	93 	96 	95 	94 	95 
E_IACC,PC_ENT,10_H49_53,PL	94 	94 	94 	94 	95 	96 	97 	90 
E_IACC,PC_ENT,10_H49_53,PT	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_H49_53,RO	85 	86 	82 	86 	81 	63 	81 	70 
E_IACC,PC_ENT,10_H49_53,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_H49_53,SE	98 	95 	95 	97 	96 	91 	90 	89 
E_IACC,PC_ENT,10_H49_53,SI	99 	99 	97 	100 	100 	98 	100 	97 
E_IACC,PC_ENT,10_H49_53,SK	98 	97 	90 	99 	96 	100 	98 	99 
E_IACC,PC_ENT,10_H49_53,TR	91 	87 	: 	: 	: 	: 	93 	: 
E_IACC,PC_ENT,10_H49_53,UK	95 	99 	94 	96 	97 	97 	94 	94 
E_IACC,PC_ENT,10_I55,AT	100 	100 	98 	99 	100 	99 	99 	99 
E_IACC,PC_ENT,10_I55,BE	100 	100 	99 	95 	100 	100 	97 	: u
E_IACC,PC_ENT,10_I55,BG	99 	97 	98 	100 	87 	94 	90 	86 
E_IACC,PC_ENT,10_I55,CY	100 	100 	100 	100 	100 	98 	93 	97 
E_IACC,PC_ENT,10_I55,CZ	99 	99 	98 	97 	97 	98 	94 	97 
E_IACC,PC_ENT,10_I55,DE	100 	99 	100 	99 	99 	100 	100 	99 
E_IACC,PC_ENT,10_I55,DK	100 	99 	99 	: u	: u	: u	: u	: u
E_IACC,PC_ENT,10_I55,EA	100 	100 	100 	99 	99 	99 	99 	98 
E_IACC,PC_ENT,10_I55,EE	100 	100 	100 	100 	100 	100 	96 	94 
E_IACC,PC_ENT,10_I55,EL	94 	100 	98 	89 	89 	94 	98 	94 
E_IACC,PC_ENT,10_I55,ES	100 	100 	100 	100 	100 	100 	99 	100 
E_IACC,PC_ENT,10_I55,EU15	100 	100 	100 	99 	99 	99 	99 	97 
E_IACC,PC_ENT,10_I55,EU25	: 	: 	: 	: 	: 	: 	99 	97 
E_IACC,PC_ENT,10_I55,EU27	99 	99 	99 	99 	98 	99 	99 	96 
E_IACC,PC_ENT,10_I55,EU28	99 	99 	99 	99 	98 	99 	99 	96 
E_IACC,PC_ENT,10_I55,FI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_I55,FR	100 	100 	100 	100 	100 	98 	99 	99 
E_IACC,PC_ENT,10_I55,HR	91 	95 	97 	98 	99 	100 	92 	96 
E_IACC,PC_ENT,10_I55,HU	98 	93 	96 	93 	92 	92 	93 	94 
E_IACC,PC_ENT,10_I55,IE	100 	98 	100 	99 	96 	99 	100 	96 
E_IACC,PC_ENT,10_I55,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT,10_I55,IT	100 	99 	100 	100 	99 	98 	99 	97 
E_IACC,PC_ENT,10_I55,LT	100 	100 	100 	100 	100 	100 	97 	100 
E_IACC,PC_ENT,10_I55,LU	100 	100 	100 	100 	100 	100 	99 	95 
E_IACC,PC_ENT,10_I55,LV	100 	99 	98 	99 	100 	100 	93 	90 
E_IACC,PC_ENT,10_I55,MK	100 	100 	100 	93 	: u	94 	89 	: 
E_IACC,PC_ENT,10_I55,MT	98 	100 	100 	99 	100 	100 	95 	100 
E_IACC,PC_ENT,10_I55,NL	100 	100 	100 	100 	100 	100 	98 	99 
E_IACC,PC_ENT,10_I55,NO	100 	100 	100 	100 	99 	99 	100 	96 
E_IACC,PC_ENT,10_I55,PL	98 	97 	96 	93 	94 	98 	98 	97 
E_IACC,PC_ENT,10_I55,PT	100 	100 	100 	100 	100 	100 	95 	100 
E_IACC,PC_ENT,10_I55,RO	89 	95 	94 	84 	97 	96 	97 	: u
E_IACC,PC_ENT,10_I55,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT,10_I55,SE	99 	99 	98 	100 	98 	99 	97 	94 
E_IACC,PC_ENT,10_I55,SI	100 	100 	100 	100 	100 	100 	100 	100 
E_IACC,PC_ENT,10_I55,SK	100 	100 	100 	100 	100 	99 	100 	96 
E_IACC,PC_ENT,10_I55,TR	98 	99 	: 	: 	: 	: 	96 	: 
E_IACC,PC_ENT,10_I55,UK	100 	100 	100 	100 	99 	98 	100 	91 
E_IACC,PC_ENT,10_I56,AT	: 	: 	: 	: 	: 	: 	: 	86 
E_IACC,PC_ENT,10_I56,BE	: 	: 	: 	: 	: 	: 	: 	: u
E_IACC,PC_ENT,10_I56,BG	: 	: 	: 	: 	: 	: 	: 	64 
E_IACC,PC_ENT,10_I56,CY	: 	: 	: 	: 	: 	: 	: 	49 
E_IACC,PC_ENT,10_I56,CZ	: 	: 	: 	: 	: 	: 	: 	87 
E_IACC,PC_ENT,10_I56,DE	: 	: 	: 	: 	: 	: 	: 	70 
E_IACC,PC_ENT,10_I56,DK	: 	: 	: 	: 	: 	: 	: 	: u
E_IACC,PC_ENT,10_I56,EA	: 	: 	: 	: 	: 	: 	: 	74 
E_IACC,PC_ENT,10_I56,EE	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT,10_I56,EL	: 	: 	: 	: 	: 	: 	: 	64 
E_IACC,PC_ENT,10_I56,ES	: 	: 	: 	: 	: 	: 	: 	83 
E_IACC,PC_ENT,10_I56,EU15	: 	: 	: 	: 	: 	: 	: 	72 
E_IACC,PC_ENT,10_I56,EU25	: 	: 	: 	: 	: 	: 	: 	72 
E_IACC,PC_ENT,10_I56,EU27	: 	: 	: 	: 	: 	: 	: 	72 
E_IACC,PC_ENT,10_I56,EU28	: 	: 	: 	: 	: 	: 	: 	72 
E_IACC,PC_ENT,10_I56,FI	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT,10_I56,FR	: 	: 	: 	: 	: 	: 	: 	78 
E_IACC,PC_ENT,10_I56,HR	: 	: 	: 	: 	: 	: 	: 	84 
E_IACC,PC_ENT,10_I56,HU	: 	: 	: 	: 	: 	: 	: 	68 
E_IACC,PC_ENT,10_I56,IE	: 	: 	: 	: 	: 	: 	: 	66 
E_IACC,PC_ENT,10_I56,IT	: 	: 	: 	: 	: 	: 	: 	66 
E_IACC,PC_ENT,10_I56,LT	: 	: 	: 	: 	: 	: 	: 	84 
E_IACC,PC_ENT,10_I56,LU	: 	: 	: 	: 	: 	: 	: 	82 
E_IACC,PC_ENT,10_I56,LV	: 	: 	: 	: 	: 	: 	: 	58 
E_IACC,PC_ENT,10_I56,MT	: 	: 	: 	: 	: 	: 	: 	87 
